id,context,en
server.import_snapshot_damaged,"Host scenario picker — status when the chosen file is not a save this build can parse: truncated, edited, or never a save. {detail} is the parser's own reason","[That file is damaged and could not be read as a saved game. {detail}]"
server.import_snapshot_incompatible,"Host scenario picker — status when the chosen file IS a save but this build cannot honour it. {detail} is vellum-save's own sentence naming which version dimension moved","[That saved game was made by a different build. {detail}]"
server.import_snapshot_loading,Host scenario picker — status while the world an imported save names is being loaded on its behalf,[Loading the world that save was taken in…]
server.hud_nominal,Viewscreen HUD — ship condition when undamaged,NOMINAL
server.hud_alert,Viewscreen HUD — ship condition while the ship is at red alert,ALERT
server.hud_designation,Viewscreen HUD — default ship designation,PHOENIX
server.hud_nav,Viewscreen HUD status slot: navigation,Nav
server.hud_tac,Viewscreen HUD status slot: tactical,Tac
server.hud_eng,Viewscreen HUD status slot: engineering,Eng
server.hud_sys,Viewscreen HUD status slot: systems,Sys
server.hud_heading,Viewscreen HUD nav readout. {deg} is the 3-digit heading,HEADING {deg}
server.hud_hull,Viewscreen HUD hull readout. {pct} is hull percent,HULL {pct}
server.hud_weapons_hot,Viewscreen HUD tactical slot while the ship is at red alert,[WEAPONS HOT]
server.hud_clear,Viewscreen HUD tactical slot while the ship is not at red alert,[CLEAR]
server.unknown_scenario,Host lobby title when the selected scenario carries no title of its own,[Unknown Scenario]
server.complexity_low,Host lobby station card — complexity pill for a Low-complexity console preset,[LOW]
server.complexity_normal,Host lobby station card — complexity pill for any other console preset,[NORMAL]
server.slots_reserved.one,"Host lobby compact chip, exactly one reserved station slot. {n} is the count, {max} the total slots",[↻ {n} station slot reserved (max {max})]
server.slots_reserved.other,"Host lobby compact chip, zero or several reserved station slots. {n} is the count, {max} the total slots",[↻ {n} station slots reserved (max {max})]
server.spectator_waiting,Host lobby pill for a connected player holding no station yet. {name} is the player name,[{name} (waiting)]
server.no_relay_warning,Host lobby warning under the QR when no TURN relay credentials could be fetched,[⚠ No relay server — players on mobile networks may fail to connect]
server.relay_fallback_notice,Host lobby notice under the QR when the credential worker is down and the free shared OpenRelay TURN is in use,[Using free fallback relay — connections may be slower than usual]
server.client_ice_state,"Host lobby line for an inbound client stuck mid-connection. {id} is the client short id, {state} the ICE state",[client {id}…: connection {state}]
client.status_connected,Connection status once the WebRTC link is up,Connected
client.status_no_host_id,Connection status when the URL carries no host id,[No host ID in URL. Scan the QR code on the view screen.]
client.status_waiting_server,Connection status while waiting for the signalling server,[Waiting for server]
client.status_connecting_host,Connection status while dialling the host,[Connecting to host]
client.status_disconnected,Connection status after losing the link,Disconnected
client.status_unreachable,Connection status when WebRTC relay traffic appears blocked,[Cannot reach host - the network may be blocking WebRTC relay traffic. Try a different network.]
client.status_host_not_found,Connection status when the host peer id is unknown,[Host not found — rescan the QR code on the view screen.]
client.status_peer_error,Connection status on an unexpected peer error. {type} is the error kind,[Peer error: {type}]
client.diag_no_relay,Connection diagnostics line when no TURN relay credentials could be fetched,[⚠ No relay server — connection may fail on mobile networks]
client.diag_relay_ok,Connection diagnostics line when the TURN relay probe succeeds,[Relay server: reachable]
client.diag_relay_fallback,Connection diagnostics line when the credential worker is down and the free shared OpenRelay TURN is in use,[Using free fallback relay — connection may be slower than usual]
client.diag_relay_fallback_ok,Connection diagnostics line when the free fallback relay is in use and the probe confirmed it reachable,[Free fallback relay: reachable — connection may be slower than usual]
client.diag_relay_fail,Connection diagnostics line when the TURN relay probe fails,[⚠ Relay server unreachable — this network may block relay traffic]
client.diag_stage,"Connection diagnostics stage line. {attempt} is the attempt number, {ice} the ICE connection state, {types} the candidate types gathered",[attempt {attempt} — ICE: {ice} — candidates: {types}]
client.diag_none,Connection diagnostics placeholder when no ICE candidates have been gathered yet,[none]
client.doc_title,Browser-tab title of the client console page,[Project Phoenix — Console]
console.battleship_captain.subtitle,battleship captain console — hero sub-heading under the title,[COMMAND & BATTLESPACE]
console.courier_captain.subtitle,courier captain console — hero sub-heading under the title,COURIER COMMAND
console.courier_tactical.subtitle,courier tactical console — hero sub-heading under the title,[HELM · WEAPONS · SENSORS]
entity.alliance_courier.behaviour.doctrine.destroy_hostiles.text,assets/entities/alliance_courier.toml → [behaviour.doctrine] text,[Engage and destroy hostile ships]
entity.alliance_courier.behaviour.doctrine.hold_station.text,assets/entities/alliance_courier.toml → [behaviour.doctrine] text,Hold station
entity.alliance_destroyer.behaviour.doctrine.destroy_hostiles.text,assets/entities/alliance_destroyer.toml → [behaviour.doctrine] text,[Engage and destroy hostile ships]
entity.alliance_destroyer.behaviour.doctrine.hold_station.text,assets/entities/alliance_destroyer.toml → [behaviour.doctrine] text,Hold station
entity.alliance_cruiser.behaviour.doctrine.destroy_hostiles.text,assets/entities/alliance_cruiser.toml → [behaviour.doctrine] text,[Engage and destroy hostile ships]
entity.alliance_cruiser.behaviour.doctrine.hold_station.text,assets/entities/alliance_cruiser.toml → [behaviour.doctrine] text,Hold station
entity.alliance_battleship.behaviour.doctrine.destroy_hostiles.text,assets/entities/alliance_battleship.toml → [behaviour.doctrine] text,[Engage and destroy hostile ships]
entity.alliance_battleship.behaviour.doctrine.hold_station.text,assets/entities/alliance_battleship.toml → [behaviour.doctrine] text,Hold station
world.probe_targeted_pass.trigger.action.obj_destroy_target.text,assets/worlds/probe_targeted_pass.toml → [trigger.action] text,[Destroy the Harrow warship.]
world.probe_huge_rock.trigger.action.obj_cross_the_belt.text,assets/worlds/probe_huge_rock.toml → [trigger.action] text,[Cross the belt and return.]
chatter.sender.sensors,Coordination chatter/popup — sender label for the Sensors system,Sensors
chatter.sender.weapons,Coordination chatter/popup — sender label for the Weapons/Tactical system,Weapons
chatter.sender.navigation,Coordination chatter/popup — sender label for the Navigation system,Navigation
chatter.sender.power,Coordination chatter/popup — sender label for the Power system,Power
chatter.sender.shields,Coordination chatter/popup — sender label for the Shields system,Shields
chatter.sender.ai,Coordination chatter/popup — generic sender label when the origin system is unnamed,AI
chatter.addressee.core,Coordination chatter/popup — sender/target label for a system the ship's Core owns (belongs to no station),Core
coordination.advisory.fallback_title,Coordination popup — title for a bare advisory that carries no sender label,Advisory
coordination.alert.fallback_title,Coordination popup — title for an alert that carries no title of its own,Alert
coordination.frequency_hint.title,"Coordination popup/chatter — Sensors-to-Tactical shield-frequency hint, title",Frequency Hint
coordination.frequency_hint.body,Coordination popup/chatter — frequency-hint body. {frequency} is the target's shield frequency,Tune to: {frequency}
coordination.shield.fallback_label,Coordination popup/chatter — placeholder shield-facing name when none is supplied,Shield
coordination.system.fallback_label,Coordination popup/chatter — placeholder system name when none is supplied,System
coordination.shield_offline.title,Coordination popup/chatter — a shield facing has gone offline. {label} is the facing name,{label} Offline
coordination.shield_restored.title,Coordination popup/chatter — a shield facing has recovered. {label} is the facing name,{label} Restored
coordination.target_designation.title,Coordination popup/chatter — Sensors designates a target for Tactical. {label} is the target name,Sensors designates: {label}
coordination.arc_bearing.title,Coordination popup/chatter — Weapons asks Helm to bring a weapon family to bear. {weapon} is the family name,"Tactical: come about, bring {weapon} to bear"
coordination.arc_withdraw.title,Coordination popup/chatter — Weapons withdraws a standing arc-bearing request. {weapon} is the family name,Belay that — {weapon} no longer able to bear
coordination.weapon_family.phasers,"Coordination popup/chatter — weapon family name, phasers",phasers
coordination.weapon_family.blasters,"Coordination popup/chatter — weapon family name, blasters",blasters
coordination.weapon_family.torpedoes,"Coordination popup/chatter — weapon family name, torpedoes",torpedoes
coordination.power_brownout.title,Coordination popup/chatter — a power group is browning out. {label} is the affected system,{label} Power Brownout
coordination.power_brownout.body,Coordination popup/chatter — power-brownout body. {level} is the allocated power level,Allocation: {level}
coordination.navigate.title,Coordination popup/chatter — Navigation clears Helm toward a waypoint. {x} and {z} are the waypoint coordinates,"Navigation: steer toward waypoint ({x}, {z})"
coordination.repair.title,Coordination popup/chatter — a system needs repair. {label} is the station or system name,Repair requested: {label}
coordination.threat_bearing.title,"Coordination popup/chatter — Sensors warns Shields of a threat. {deg} is the bearing in degrees, {label} the threat name",Sensors: threat bearing {deg}° — {label}
coordination.intent.target_acquired,Coordination popup — an AI seat took a target. Intent-advisory title,Target acquired
coordination.intent.target_switched,Coordination popup — an AI seat switched targets. Intent-advisory title,Switching target
coordination.intent.combat_posture_entered,Coordination popup — an AI seat entered combat posture. Intent-advisory title,Combat posture
coordination.intent.combat_posture_left,Coordination popup — an AI seat left combat posture. Intent-advisory title,Standing down
coordination.intent.breaking_off,Coordination popup — an AI seat is breaking off. Intent-advisory title,Breaking off
coordination.intent.shield_arc_focused,Coordination popup — an AI seat concentrated the shields on one facing. Intent-advisory title,Focusing shields
coordination.intent.power_brownout,Coordination popup — an AI seat reports a power brownout. Intent-advisory title,Power brownout
coordination.intent.manoeuvre_begun,Coordination popup — an AI seat began a manoeuvre. Intent-advisory title,Manoeuvring
server.mod_pack_applied_packs,Host scenario picker — heading above the list of currently-applied mod packs,[Applied packs]
server.mod_pack_row,"Host scenario picker — one applied mod pack row. {name} is the pack display name, {version} its version, {count} the number of files it carries",[{name} {version} — {count} files]
server.mod_pack_move_up,Host scenario picker — button that moves an applied mod pack earlier in load order (lower precedence),[Up]
server.mod_pack_move_down,"Host scenario picker — button that moves an applied mod pack later in load order (higher precedence, wins conflicts)",[Down]
server.mod_pack_remove,Host scenario picker — button that removes an applied mod pack from the stack,[Remove]
server.mod_pack_conflicts,Host scenario picker — heading above the list of authored paths carried by more than one applied mod pack,[Path conflicts]
server.mod_pack_conflict_entry,"Host scenario picker — one path conflict line. {path} is the authored path, {winner} the pack id that wins it, {losers} the shadowed pack ids","[{path}: {winner} wins, shadows {losers}]"
server.mod_pack_findings,Host scenario picker — heading above the validation findings from the last mod-pack upload,[Findings]
server.game_over.ship_destroyed,Game-over overlay / viewscreen HUD — the player's ship was destroyed. Emitted as an id by the built-in death sites (issue #977),Ship Destroyed
power.group.helm,"Power console / chatter — display label for the helm power group (issue #977). Emitted by power_group_label, resolved via localiseTree",HELM
power.group.weapons,Power console / chatter — display label for the weapons power group (issue #977),WEAPONS
power.group.shields,Power console / chatter — display label for the shields power group (issue #977),SHIELDS
power.group.unknown,Power console / chatter — fallback label for an unrecognised power group id (issue #977),UNKNOWN
shield.facing.all,Shield console / chatter — default facing label for a single-arc grid (issue #977),All
shield.facing.fore,"Shield console / chatter — default facing label, forward arc (issue #977)",Fore
shield.facing.aft,"Shield console / chatter — default facing label, aft arc (issue #977)",Aft
shield.facing.port,"Shield console / chatter — default facing label, port arc (issue #977)",Port
shield.facing.starboard,"Shield console / chatter — default facing label, starboard arc (issue #977)",Starboard
shield.facing.arc_0,"Shield console / chatter — default facing label for the 5+-arc legacy constructor, arc 0 (issue #977)",Arc 0
shield.facing.arc_1,"Shield console / chatter — default facing label for the 5+-arc legacy constructor, arc 1 (issue #977)",Arc 1
shield.facing.arc_2,"Shield console / chatter — default facing label for the 5+-arc legacy constructor, arc 2 (issue #977)",Arc 2
shield.facing.arc_3,"Shield console / chatter — default facing label for the 5+-arc legacy constructor, arc 3 (issue #977)",Arc 3
shield.facing.arc_4,"Shield console / chatter — default facing label for the 5+-arc legacy constructor, arc 4 (issue #977)",Arc 4
shield.facing.arc_5,"Shield console / chatter — default facing label for the 5+-arc legacy constructor, arc 5 (issue #977)",Arc 5
shield.facing.arc_6,"Shield console / chatter — default facing label for the 5+-arc legacy constructor, arc 6 (issue #977)",Arc 6
shield.facing.arc_7,"Shield console / chatter — default facing label for the 5+-arc legacy constructor, arc 7 (issue #977)",Arc 7
component.deadlines.empty,Deadline countdown panel when the mission has authored no visible deadlines (issue #1024),[NO MISSION DEADLINES]
component.deadlines.heading,Deadline countdown panel — heading above the list of visible mission deadlines (issue #1024),[MISSION CLOCK]
component.deadlines.fired,Deadline countdown panel — shown in place of the countdown once a deadline's time has run out (issue #1024),[TIME UP]
component.deadlines.cancelled,Deadline countdown panel — shown in place of the countdown once the mission has called a deadline off (issue #1024),[STOOD DOWN]
world.probe_deadlines.deadline.window_opens.label,assets/worlds/probe_deadlines.toml → [deadline] label,[Transfer window opens]
world.probe_deadlines.deadline.stabiliser_failure.label,assets/worlds/probe_deadlines.toml → [deadline] label,[Stabiliser failure]
world.probe_deadlines.deadline.first_warning.label,assets/worlds/probe_deadlines.toml → [deadline] label,[First warning]
system_hull.power_reactor.display_name,Shared hull component display name — the ship's reactor. Shared by every hull carrying that component,Power Reactor
system_hull.power_battery.display_name,Shared hull component display name — the ship's battery. Shared by every hull carrying that component,Power Battery
system_hull.core.display_name,Shared hull component display name — the ship's core. Shared by every hull carrying that component,Core
entity.asteroid.name,Shared entity name for every asteroid variant (assets/entities/asteroid_*.toml),Asteroid
component.operations.heading,"External-operation panel — heading above the ship's current operation (issue #1026)","[EXTERNAL OPS]"
component.operations.none,"External-operation panel when the hull can perform no operations at all (issue #1026)","[NO OPS CAPABILITY]"
component.operations.idle,"External-operation panel when the hull is capable and running nothing (issue #1026)","[NO OPERATION RUNNING]"
component.operations.start,"External-operation panel — button that orders the operation against the selected target (issue #1026)","[BEGIN OPERATION]"
component.operations.abort,"External-operation panel — button that stands the running operation down (issue #1026)","[STAND DOWN]"
component.operations.verb_picker,"External-operation panel — accessible label on the control that chooses which of the hull's verbs to order (issue #1027)","[OPERATION]"
component.operations.slowed,"External-operation panel — shown beside the bar when a hazard band is stretching the operation; {rate} is the percentage of normal speed (issue #1027)","[SLOWED TO {rate}%]"
component.operations.state.holding,"External-operation panel — state word while the crew are holding the conditions and progress is advancing (issue #1026)","[HOLDING]"
component.operations.state.stalled,"External-operation panel — state word while eligibility has lapsed and progress is frozen (issue #1026)","[STALLED]"
component.operations.state.completed,"External-operation panel — state word once the operation has run to term (issue #1026)","[COMPLETE]"
component.operations.state.aborted,"External-operation panel — state word once a console has stood the operation down (issue #1026)","[STOOD DOWN]"
component.operations.state.failed,"External-operation panel — state word once the operation has ended without completing (issue #1026)","[FAILED]"
operation.verb.stabilise,"Crew-facing name of the stabilise operation verb (issue #1026)","[Stabilise]"
operation.verb.tow,"Crew-facing name of the tow operation verb (issue #1027)","[Take Under Tow]"
operation.verb.escort,"Crew-facing name of the escort operation verb (issue #1027)","[Escort]"
operation.verb.transfer,"Crew-facing name of the transfer operation verb (issue #1027)","[Transfer Cargo]"
operation.verb.field_repair,"Crew-facing name of the field-repair operation verb (issue #1027)","[Field Repair]"
operation.refused.not_capable,"External-operation refusal — this hull authored no capability for the verb (issue #1026)","[This hull cannot perform that operation.]"
operation.refused.target_gone,"External-operation refusal — the target is no longer there (issue #1026)","[Target lost.]"
operation.refused.target_not_applicable,"External-operation refusal — the target is there but the verb means nothing on it (issue #1026)","[Nothing to work on there.]"
operation.refused.out_of_range,"External-operation refusal — the ship is outside the operation's authored range (issue #1026)","[Out of range — close on the target.]"
operation.refused.insufficient_power,"External-operation refusal — the operation's power group is below its authored level (issue #1026)","[Insufficient power allocated.]"
operation.refused.separated,"External-operation refusal — the escorted party is past the authored separation limit and the escort is over (issue #1027)","[Escort separated — contact lost.]"
operation.refused.capacity_unavailable,"External-operation refusal — one end of the transfer has nothing to give or no room to take it (issue #1027)","[No capacity at one end of the transfer.]"
operation.refused.teams_unavailable,"External-operation refusal — fewer repair teams are free than the operation commits (issue #1027)","[Not enough repair teams free.]"
operation.refused.under_attack,"External-operation refusal — the ship is under fire and the operation cannot be worked through it (issue #1027)","[Under fire — cannot work the operation.]"
operation.refused.hazard_band,"External-operation refusal — the ship is inside a hazard band the operation cannot be worked in (issue #1027)","[Hazard band — cannot work the operation.]"
operation.refused.work_stopped,"External-operation refusal — the people who staff the target have stopped work, and an authored interrupt rule says this operation cannot be worked without them (issue #1035)","[The line is down. Nobody down there is authorising anything.]"
component.scan.heading,"Science scan readout — heading above the last sensor reading (issue #1032)","[SENSOR RETURN]"
component.scan.none,"Science scan readout when the hull carries no survey suite at all (issue #1032)","[NO SURVEY SUITE]"
component.scan.idle,"Science scan readout when the suite is fitted and nothing has been read yet (issue #1032)","[NOTHING SCANNED]"
component.scan.take,"Science scan readout — button that reads the selected contact (issue #1032)","[TAKE READING]"
component.scan.condition,"Science scan readout — row label for the subject's structural condition, derived from its condition track (issue #1032)","[Structural condition]"
component.scan.flag.held,"Science scan readout — value shown for an operational flag the subject is still holding (issue #1032)","[Nominal]"
component.scan.flag.down,"Science scan readout — value shown for an operational flag the subject has dropped (issue #1032)","[Failed]"
scan.refusal.not_capable,"Scan refusal — this hull authored no survey suite (issue #1032)","[This hull carries no survey suite.]"
scan.refusal.no_such_target,"Scan refusal — nothing in the world answers to the contact the console named (issue #1032)","[Contact lost.]"
scan.refusal.no_readable_condition,"Scan refusal — the contact carries nothing structural the suite can read (issue #1032)","[Nothing structural to read on that contact.]"
scan.refusal.out_of_range,"Scan refusal — the contact is past the coarsest authored band (issue #1032)","[Out of sensor range — close on the contact.]"
scan.refusal.underpowered,"Scan refusal — the sensor bus is below its authored power level or the grid is locked out (issue #1032)","[Insufficient power to the sensor bus.]"
scan.refusal.blinded,"Scan refusal — interference has pushed the return past the coarsest band (issue #1032)","[Interference — the return is noise.]"
entity.alliance_destroyer.scan.band.detailed.label,"assets/entities/alliance_destroyer.toml -> [[scan.band]] label","[Detailed Survey]"
entity.alliance_destroyer.scan.band.coarse.label,"assets/entities/alliance_destroyer.toml -> [[scan.band]] label","[Coarse Sweep]"
world.probe_scan.entity.skyway_depot.name,assets/worlds/probe_scan.toml -> [[entity]] name,[Skyway Transfer Depot]
world.probe_scan.entity.sealed_depot.name,assets/worlds/probe_scan.toml -> [[entity]] name,[Sealed Depot]
world.probe_scan.entity.lonely_beacon.name,assets/worlds/probe_scan.toml -> [[entity]] name,[Lonely Beacon]
world.probe_scan.capacity.berths.label,assets/worlds/probe_scan.toml -> [[entity.overrides.infrastructure.capacity]] label,[Berths]
world.probe_scan.threshold.transfer_capable.label,assets/worlds/probe_scan.toml -> [[entity.overrides.infrastructure.threshold]] label,[Transfer arm]
world.probe_stabilise.entity.tender.name,assets/worlds/probe_stabilise.toml -> [[entity]] name,[Tender]
world.probe_operations.entity.tug.name,assets/worlds/probe_operations.toml -> [[entity]] name,[Tug]
world.probe_operations.entity.hulk.name,assets/worlds/probe_operations.toml -> [[entity]] name,[Derelict Hauler]
world.probe_operations.entity.outrider.name,assets/worlds/probe_operations.toml -> [[entity]] name,[Outrider]
world.probe_operations.entity.convoy.name,assets/worlds/probe_operations.toml -> [[entity]] name,[Convoy Hauler]
world.probe_operations.entity.tender.name,assets/worlds/probe_operations.toml -> [[entity]] name,[Transfer Tender]
world.probe_operations.entity.berth.name,assets/worlds/probe_operations.toml -> [[entity]] name,[Berth Depot]
world.probe_operations.entity.sister.name,assets/worlds/probe_operations.toml -> [[entity]] name,[Sister Ship]
world.probe_operations.entity.depot_clear.name,assets/worlds/probe_operations.toml -> [[entity]] name,[Clearwater Depot]
world.probe_operations.entity.packhorse.name,assets/worlds/probe_operations.toml -> [[entity]] name,[Packhorse]
world.probe_operations.entity.depot_storm.name,assets/worlds/probe_operations.toml -> [[entity]] name,[Stormside Depot]
world.probe_operations.entity.storm.name,assets/worlds/probe_operations.toml -> [[entity]] name,[Radiation Storm Band]
world.probe_stabilise.entity.skyhook.name,assets/worlds/probe_stabilise.toml -> [[entity]] name,[Skyhook]
component.civilians.heading,"Civilian traffic panel on the Navigation console — heading above the list of civilian craft (issue #1028)","[TRAFFIC]"
component.civilians.empty,"Civilian traffic panel when the world carries no civilian craft (issue #1028)","[NO CIVILIAN TRAFFIC]"
component.civilians.compliance.unordered,"Civilian traffic panel — the craft is under no order and flying its own lane (issue #1028)","[ON LANE]"
component.civilians.compliance.received,"Civilian traffic panel — an order has reached the craft and it has not answered yet (issue #1028)","[HAILED]"
component.civilians.compliance.acknowledged,"Civilian traffic panel — the craft has answered the order but has not acted on it yet (issue #1028)","[ACK]"
component.civilians.compliance.complying,"Civilian traffic panel — the craft is doing as it was asked (issue #1028)","[COMPLYING]"
component.civilians.compliance.non_compliant,"Civilian traffic panel — the craft agreed and then could not carry the order out (issue #1028)","[STUCK]"
component.civilians.compliance.refused,"Civilian traffic panel — the craft declined the order and carried on with its own lane (issue #1028)","[REFUSED]"
civilian.compliance.reason.declined,"Reason a civilian gives for refusing an order when its disposition authors none of its own (issue #1028)","[Not able to oblige.]"
civilian.compliance.reason.unable,"Reason shown when a civilian accepted an order and the world then made it impossible — the dock is gone, the lane resolves nowhere (issue #1028)","[Unable to comply.]"
civilian.order.rejected.unknown_target,"Navigation console feedback when an order names a craft this world does not have (issue #1028)","[No such craft.]"
civilian.order.rejected.malformed,"Navigation console feedback when an order is malformed — a divert naming both a route and an anchor, or neither (issue #1028)","[Order not understood.]"
entity.ship_civilian_hauler.name,assets/entities/ship_civilian_hauler.toml → name (top level),[Civilian Hauler]
entity.ship_civilian_hauler.target.description,assets/entities/ship_civilian_hauler.toml → [target] description,[Bulk hauler. Unarmed. Running a contracted lane.]
world.entity.probe_depot.name,assets/worlds/probe_civilian_traffic.toml -> [[entity]] name,[Probe Depot]
world.entity.hauler_kestrel.name,assets/worlds/probe_civilian_traffic.toml -> [[entity]] name,[Kestrel]
world.entity.hauler_wren.name,assets/worlds/probe_civilian_traffic.toml -> [[entity]] name,[Wren]
world.entity.hauler_teal.name,assets/worlds/probe_civilian_traffic.toml -> [[entity]] name,[Teal]
world.entity.hauler_gull.name,assets/worlds/probe_civilian_traffic.toml -> [[entity]] name,[Gull]
world.probe_civilian_traffic.wren.refusal,"Reason the Wren gives for refusing a divert in the #1028 probe world","[Contracted lane. Not diverting.]"
world.probe_commitments.deadline.records_deadline.label,assets/worlds/probe_commitments.toml -> [[deadline]] label,[Records hearing convenes]
world.probe_commitments.commitment.safe_passage.terms,"Terms of the safe-passage promise in the #1029 probe world","[Safe passage for the strike committee's people]"
world.probe_commitments.commitment.safe_passage.resolves,"What counts as keeping the safe-passage promise in the #1029 probe world","[They are clear of the skyway]"
world.probe_commitments.commitment.surface_records.terms,"Terms of the surface-the-records promise in the #1029 probe world","[The maintenance records go to the hearing]"
world.probe_commitments.commitment.surface_records.resolves,"What counts as keeping the surface-the-records promise in the #1029 probe world","[The hearing has them before it convenes]"
world.probe_commitments.comms.committee_calls,"Body of the committee's follow-up hail in the #1029 probe world","[Committee to Phoenix. Where do we stand?]"
world.probe_commitments.comms.stall,"Response text — stalling the committee, always offered, in the #1029 probe world","[Nothing to report yet.]"
world.probe_commitments.comms.honour_word,"Response text — offered ONLY while the safe-passage promise is still owed, in the #1029 probe world","[You have my word, and I mean to keep it.]"
component.dossier.heading,"Dossier panel on the destroyer tactical console — heading over the subject list (issue #1030)","[INTEL FILES]"
component.dossier.empty,"Dossier panel when this crew hold no files at all (issue #1030)","[NO FILES]"
component.dossier.back,"Dossier fact sheet — returns to the subject list, leaving the overlay open (issue #1030)","[← FILES]"
component.dossier.nothing_on_file,"Dossier panel — a subject exists and nothing is known about it yet; shown in the list and on the sheet (issue #1030)","[NOTHING ON FILE]"
component.dossier.gathered,"Dossier fact sheet — heading over the entries this crew gathered themselves, as distinct from what they were given (issues #1030/#1031)","[GATHERED]"
component.dossier.yes,"Dossier fact sheet — a yes/no fact that holds (issue #1030)","[YES]"
component.dossier.no,"Dossier fact sheet — a yes/no fact that does not hold (issue #1030)","[NO]"
component.dossier.provenance.scan,"Dossier evidence — learned from a sensor scan (issue #1031)","[FROM SCAN]"
component.dossier.provenance.dialogue,"Dossier evidence — learned from something somebody said (issue #1031)","[FROM DIALOGUE]"
component.dossier.provenance.records,"Dossier evidence — learned by comparing records (issue #1031)","[FROM RECORDS]"
component.dossier.provenance.briefing,"Dossier evidence — learned from the mission briefing (issue #1031)","[FROM BRIEFING]"
dossier.fact.faction,"Dossier fact label — which faction the subject belongs to (issue #1030)","[Affiliation]"
dossier.fact.comms,"Dossier fact label — whether the subject is inside comms range right now (issue #1030)","[In hailing range]"
dossier.fact.condition,"Dossier fact label — the subject structure's condition (issue #1030)","[Condition]"
dossier.fact.commitment_open,"Dossier fact label — a promise made to this party and still owed (issue #1030)","[Promised]"
dossier.fact.commitment_kept,"Dossier fact label — a promise made to this party and kept (issue #1030)","[Promise kept]"
dossier.fact.commitment_broken,"Dossier fact label — a promise made to this party and broken (issue #1030)","[Promise broken]"
faction.federation.display_name,"assets/factions/federation.toml -> display_name","[Alliance]"
faction.harrow.display_name,"assets/factions/harrow.toml -> display_name","[Harrow]"
faction.pirate.display_name,"assets/factions/pirate.toml -> display_name","[Raiders]"
faction.requiem.display_name,"assets/factions/requiem.toml -> display_name","[Requiem]"
world.probe_dossier.entity.skyway_control.name,"assets/worlds/probe_dossier.toml -> [[entity]] name","[Skyway Control]"
world.probe_dossier.entity.strike_committee.name,"assets/worlds/probe_dossier.toml -> [[entity]] name","[Strike Committee]"
world.probe_dossier.entity.skyway_depot.name,"assets/worlds/probe_dossier.toml -> [[entity]] name","[Skyway Depot]"
world.probe_dossier.entity.sealed_depot.name,"assets/worlds/probe_dossier.toml -> [[entity]] name","[Sealed Depot]"
world.probe_dossier.entity.lonely_beacon.name,"assets/worlds/probe_dossier.toml -> [[entity]] name","[Marker Beacon]"
world.probe_dossier.capacity.berths.label,"Crew-facing label for the berths capacity in the #1030 probe world","[Berths]"
world.probe_dossier.threshold.transfer_capable.label,"Crew-facing label for the transfer-arm operational flag in the #1030 probe world","[Transfer arm serviceable]"
world.probe_dossier.commitment.safe_passage.terms,"Terms of the safe-passage promise in the #1030 probe world","[Safe passage for the committee's people]"
world.probe_dossier.commitment.safe_passage.resolves,"What counts as keeping the safe-passage promise in the #1030 probe world","[They are clear of the skyway]"
world.probe_destroy.entity.tender.name,assets/worlds/probe_destroy.toml -> [[entity]] name,[Tender]
world.probe_destroy.entity.skyhook.name,assets/worlds/probe_destroy.toml -> [[entity]] name,[Skyhook]
world.probe_destroy.deadline.skyhook_collapse.label,assets/worlds/probe_destroy.toml -> [[deadline]] label,[Skyhook collapse]
world.probe_destroy.objective.hold_skyhook.text,"Objective text — the skyhook the crew is meant to keep standing, in the #1033 probe world","[Hold the skyhook.]"
world.probe_destroy.objective.clear_band.text,"Objective text — the storm bands the sweep retires, in the #1033 probe world","[Clear the storm band.]"
entity.skyhook.name,assets/entities/skyhook.toml -> name (top level),[Orbital Skyhook]
entity.skyhook.target.description,assets/entities/skyhook.toml -> [target] description,"[The orbital head of a planetary tether. Lifts freight and people between the surface and the sky.]"
entity.skyhook.capacity.transfer_berths.label,assets/entities/skyhook.toml -> [[infrastructure.capacity]] label,[Transfer berths]
entity.skyhook.capacity.climber_load.label,assets/entities/skyhook.toml -> [[infrastructure.capacity]] label,[Souls per climber]
entity.skyhook.threshold.lift_capable.label,assets/entities/skyhook.toml -> [[infrastructure.threshold]] label,[Certified to lift]
entity.skyhook.threshold.tether_stable.label,assets/entities/skyhook.toml -> [[infrastructure.threshold]] label,[Tether stable]
world.falling_skyway.global.title,assets/worlds/falling_skyway.toml -> [global] title,[Falling Skyway]
world.falling_skyway.global.description,assets/worlds/falling_skyway.toml -> [global] description,"[A skyhook over a city of forty million, and it is coming apart. Three parties need the same two berths. The corridor does not stop while you decide.]"
world.falling_skyway.available_ships.0.label,assets/worlds/falling_skyway.toml -> [[available_ships]] label,[Alliance Destroyer]
world.falling_skyway.entity.skyhook.name,assets/worlds/falling_skyway.toml -> [[entity]] name,[Skyhook Verrow]
world.falling_skyway.entity.depot_ladder_a.name,assets/worlds/falling_skyway.toml -> [[entity]] name,[Ladder Depot A]
world.falling_skyway.entity.depot_ladder_b.name,assets/worlds/falling_skyway.toml -> [[entity]] name,[Ladder Depot B]
world.falling_skyway.entity.skyway_control.name,assets/worlds/falling_skyway.toml -> [[entity]] name,[Skyway Control]
world.falling_skyway.entity.strike_committee.name,assets/worlds/falling_skyway.toml -> [[entity]] name,[Strike Committee]
